customer_id,age,gender,previous_purchases,item_purchased,category,purchase_amount_usd,location,size,color,season,review_rating,shipping_type,discount_applied,promo_code_used,payment_method,created_at,updated_at
3394,60,Female,50,Dress,Clothing,90,Arizona,M,Gold,Fall,3.1,Next Day Air,No,No,PayPal,2025-04-14 11:35:01,2025-04-14 11:35:01
2107,60,Male,40,Jewelry,Accessories,34,Vermont,M,Gray,Fall,4.4,Standard,No,No,Cash,2025-02-20 07:44:00,2025-02-20 07:44:00
3719,36,Female,44,Pants,Clothing,50,Tennessee,L,Turquoise,Fall,2.9,Standard,No,No,Credit Card,2025-02-27 07:49:32,2025-02-27 07:49:32
2932,36,Female,49,Jewelry,Accessories,31,Alabama,M,Magenta,Fall,4.5,2-Day Shipping,No,No,Cash,2025-04-11 13:26:14,2025-04-11 13:26:14
3185,61,Female,30,Sweater,Clothing,53,Hawaii,L,Green,Spring,4.2,2-Day Shipping,No,No,Credit Card,2025-04-04 17:10:17,2025-04-04 17:10:17
3598,29,Female,18,Sunglasses,Accessories,71,New Mexico,M,Maroon,Summer,3.1,Standard,No,No,Cash,2025-03-21 14:00:35,2025-03-21 14:00:35
10,57,Male,4,Handbag,Accessories,31,Missouri,M,Pink,Spring,4.8,2-Day Shipping,Yes,Yes,PayPal,2025-04-03 19:09:36,2025-04-03 19:09:36
2144,53,Male,48,Sandals,Footwear,66,Arkansas,L,Red,Fall,3.8,Next Day Air,No,No,Debit Card,2025-03-09 01:00:51,2025-03-09 01:00:51
619,61,Male,21,Jacket,Outerwear,94,Indiana,L,Cyan,Spring,4.0,Express,Yes,Yes,Credit Card,2025-01-30 20:38:29,2025-01-30 20:38:29
3449,18,Female,32,Coat,Outerwear,28,Kentucky,S,Yellow,Winter,4.1,Express,No,No,PayPal,2025-01-31 09:41:34,2025-01-31 09:41:34
1962,47,Male,45,Boots,Footwear,59,Nevada,L,Black,Summer,2.6,Free Shipping,No,No,Cash,2025-03-17 08:54:18,2025-03-17 08:54:18
70,48,Male,5,Belt,Accessories,70,Tennessee,S,Cyan,Summer,4.4,Express,Yes,Yes,Credit Card,2025-02-06 21:00:08,2025-02-06 21:00:08
30,31,Male,14,Dress,Clothing,48,Wyoming,S,Black,Fall,4.1,Store Pickup,Yes,Yes,Venmo,2025-02-03 23:26:57,2025-02-03 23:26:57
2103,23,Male,23,Hat,Accessories,25,Idaho,M,Brown,Spring,4.5,Store Pickup,No,No,PayPal,2025-04-27 05:43:39,2025-04-27 05:43:39
1873,43,Male,24,T-shirt,Clothing,64,Alaska,M,Lavender,Summer,4.6,Standard,No,No,Credit Card,2025-04-17 15:45:50,2025-04-17 15:45:50
2628,66,Male,40,Shirt,Clothing,26,Missouri,L,Silver,Fall,3.6,Next Day Air,No,No,PayPal,2025-02-13 01:24:14,2025-02-13 01:24:14
2096,36,Male,1,Hoodie,Clothing,63,New Mexico,M,Gray,Fall,4.0,Store Pickup,No,No,Credit Card,2025-01-30 10:36:40,2025-01-30 10:36:40
2031,66,Male,38,Sunglasses,Accessories,67,New Mexico,S,Green,Summer,2.8,Standard,No,No,Venmo,2025-04-25 02:14:16,2025-04-25 02:14:16
1697,31,Male,7,Sunglasses,Accessories,69,West Virginia,S,Turquoise,Spring,4.0,Free Shipping,No,No,Bank Transfer,2025-02-24 10:04:53,2025-02-24 10:04:53
2918,58,Female,50,Shirt,Clothing,45,Colorado,XL,White,Winter,2.9,Store Pickup,No,No,Cash,2025-02-16 02:31:48,2025-02-16 02:31:48
2623,63,Male,15,Backpack,Accessories,75,New Hampshire,M,Yellow,Spring,4.9,2-Day Shipping,No,No,Venmo,2025-04-02 14:08:35,2025-04-02 14:08:35
2017,53,Male,20,Shoes,Footwear,47,Maine,S,Violet,Winter,3.4,Standard,No,No,Credit Card,2025-02-09 04:18:01,2025-02-09 04:18:01
3344,24,Female,6,Shorts,Clothing,31,Kentucky,XL,Green,Winter,3.6,2-Day Shipping,No,No,Bank Transfer,2025-02-23 04:33:20,2025-02-23 04:33:20
1505,60,Male,10,Jacket,Outerwear,80,Alaska,M,Teal,Winter,4.2,Next Day Air,Yes,Yes,Cash,2025-04-28 02:24:23,2025-04-28 02:24:23
2587,20,Male,1,Coat,Outerwear,28,Maine,L,Yellow,Winter,4.6,Express,No,No,Venmo,2025-03-28 21:46:38,2025-03-28 21:46:38
875,25,Male,10,Jacket,Outerwear,65,Maine,M,Magenta,Fall,4.4,Free Shipping,Yes,Yes,PayPal,2025-03-18 05:19:14,2025-03-18 05:19:14
1327,40,Male,17,Shoes,Footwear,50,Texas,M,Indigo,Spring,4.6,Free Shipping,Yes,Yes,Bank Transfer,2025-03-07 04:17:00,2025-03-07 04:17:00
1527,41,Male,27,Jacket,Outerwear,22,Oklahoma,L,White,Summer,3.1,Next Day Air,Yes,Yes,PayPal,2025-04-10 01:19:29,2025-04-10 01:19:29
1771,53,Male,34,Backpack,Accessories,22,Michigan,M,Pink,Fall,4.3,Express,No,No,Credit Card,2025-02-12 01:30:15,2025-02-12 01:30:15
1085,34,Male,48,T-shirt,Clothing,36,Arkansas,S,Purple,Fall,4.1,Next Day Air,Yes,Yes,Credit Card,2025-04-27 09:39:34,2025-04-27 09:39:34
2671,30,Female,26,Sunglasses,Accessories,44,Pennsylvania,M,Yellow,Fall,4.7,Express,No,No,Venmo,2025-04-17 20:20:30,2025-04-17 20:20:30
2977,30,Female,28,Coat,Outerwear,97,Nebraska,M,Silver,Summer,2.8,Express,No,No,Debit Card,2025-03-26 22:41:55,2025-03-26 22:41:55
3229,37,Female,27,Jewelry,Accessories,95,Connecticut,M,Yellow,Spring,4.6,2-Day Shipping,No,No,Credit Card,2025-02-03 05:48:42,2025-02-03 05:48:42
1475,31,Male,6,Sweater,Clothing,72,New Jersey,S,Pink,Fall,3.9,Next Day Air,Yes,Yes,Bank Transfer,2025-04-03 10:19:28,2025-04-03 10:19:28
350,37,Male,3,Hat,Accessories,87,Arizona,M,Green,Winter,3.7,2-Day Shipping,Yes,Yes,Cash,2025-04-22 12:57:29,2025-04-22 12:57:29
2453,68,Male,45,Shirt,Clothing,67,New York,L,Purple,Winter,4.1,Express,No,No,Venmo,2025-03-18 13:44:20,2025-03-18 13:44:20
2040,35,Male,31,T-shirt,Clothing,51,Minnesota,M,Olive,Spring,3.1,Next Day Air,No,No,Cash,2025-03-03 05:56:54,2025-03-03 05:56:54
548,38,Male,26,Jacket,Outerwear,50,Nevada,M,Blue,Winter,2.8,Free Shipping,Yes,Yes,Debit Card,2025-02-10 04:51:21,2025-02-10 04:51:21
3409,48,Female,11,Socks,Clothing,72,Montana,L,Purple,Summer,4.4,Standard,No,No,PayPal,2025-04-08 07:00:31,2025-04-08 07:00:31
1289,66,Male,34,Belt,Accessories,93,South Dakota,XL,Charcoal,Winter,4.1,Standard,Yes,Yes,Venmo,2025-04-19 23:56:21,2025-04-19 23:56:21
229,18,Male,11,Socks,Clothing,79,New Hampshire,M,White,Spring,2.9,Store Pickup,Yes,Yes,Credit Card,2025-02-08 09:37:14,2025-02-08 09:37:14
38,35,Male,10,Jeans,Clothing,45,Indiana,S,Cyan,Summer,2.8,Store Pickup,Yes,Yes,Debit Card,2025-04-08 15:49:29,2025-04-08 15:49:29
1769,25,Male,2,Sandals,Footwear,45,Nebraska,M,Indigo,Summer,3.9,2-Day Shipping,No,No,Venmo,2025-01-31 22:00:38,2025-01-31 22:00:38
3835,43,Female,17,Hoodie,Clothing,59,Tennessee,M,Magenta,Winter,4.1,2-Day Shipping,No,No,Debit Card,2025-04-27 09:02:55,2025-04-27 09:02:55
1772,46,Male,9,Shirt,Clothing,82,Indiana,XL,Turquoise,Fall,4.7,Store Pickup,No,No,Credit Card,2025-03-26 17:05:14,2025-03-26 17:05:14
3863,56,Female,9,Shirt,Clothing,49,Idaho,L,Turquoise,Winter,2.8,Next Day Air,No,No,PayPal,2025-03-21 01:53:35,2025-03-21 01:53:35
236,43,Male,31,Sunglasses,Accessories,89,New Jersey,M,Cyan,Winter,3.7,Free Shipping,Yes,Yes,Cash,2025-02-26 00:07:58,2025-02-26 00:07:58
3121,46,Female,32,Shirt,Clothing,76,Louisiana,M,Magenta,Fall,4.0,Store Pickup,No,No,Venmo,2025-04-23 23:31:04,2025-04-23 23:31:04
3600,37,Female,4,Scarf,Accessories,34,Kansas,S,Peach,Spring,4.6,Express,No,No,Cash,2025-02-23 07:16:02,2025-02-23 07:16:02
138,68,Male,38,Sneakers,Footwear,43,Colorado,M,Turquoise,Spring,4.7,Free Shipping,Yes,Yes,Cash,2025-04-14 21:08:44,2025-04-14 21:08:44
2397,38,Male,20,Shirt,Clothing,82,Oregon,M,Olive,Spring,3.7,2-Day Shipping,No,No,Credit Card,2025-04-29 00:01:36,2025-04-29 00:01:36
3339,29,Female,46,Skirt,Clothing,94,Minnesota,L,White,Winter,2.9,2-Day Shipping,No,No,Venmo,2025-04-10 20:31:50,2025-04-10 20:31:50
354,63,Male,35,Sneakers,Footwear,64,Missouri,L,Yellow,Fall,4.1,Store Pickup,Yes,Yes,Credit Card,2025-03-18 01:40:35,2025-03-18 01:40:35
447,19,Male,15,Shirt,Clothing,74,West Virginia,M,Silver,Summer,4.1,Store Pickup,Yes,Yes,Bank Transfer,2025-02-05 07:49:53,2025-02-05 07:49:53
3878,28,Female,46,Hoodie,Clothing,96,Nevada,M,Olive,Spring,4.2,Next Day Air,No,No,Venmo,2025-03-13 21:07:06,2025-03-13 21:07:06
1984,59,Male,21,Scarf,Accessories,97,Georgia,M,Pink,Summer,2.6,Next Day Air,No,No,Credit Card,2025-03-10 19:22:18,2025-03-10 19:22:18
833,58,Male,28,Jacket,Outerwear,80,California,L,Blue,Fall,2.5,Express,Yes,Yes,Credit Card,2025-02-17 15:00:49,2025-02-17 15:00:49
857,55,Male,47,Shirt,Clothing,33,Alaska,M,Gold,Summer,3.5,Express,Yes,Yes,Debit Card,2025-03-09 11:42:10,2025-03-09 11:42:10
1588,41,Male,33,Socks,Clothing,99,Alabama,M,Beige,Summer,3.5,Free Shipping,Yes,Yes,Venmo,2025-03-03 13:34:35,2025-03-03 13:34:35
1221,67,Male,36,Gloves,Accessories,64,Kentucky,M,Green,Winter,4.9,Express,Yes,Yes,Bank Transfer,2025-02-14 02:34:17,2025-02-14 02:34:17
3100,42,Female,21,Shirt,Clothing,98,Michigan,S,Maroon,Fall,2.9,Free Shipping,No,No,Venmo,2025-03-11 02:06:14,2025-03-11 02:06:14
2645,25,Male,4,Pants,Clothing,83,New Mexico,M,Turquoise,Spring,3.3,Standard,No,No,PayPal,2025-02-23 00:33:44,2025-02-23 00:33:44
1015,28,Male,36,Shoes,Footwear,97,Ohio,M,Violet,Summer,3.0,Standard,Yes,Yes,Bank Transfer,2025-03-18 08:18:35,2025-03-18 08:18:35
1285,65,Male,38,Dress,Clothing,93,Arkansas,M,Black,Spring,3.9,Express,Yes,Yes,Bank Transfer,2025-02-02 13:05:16,2025-02-02 13:05:16
1898,53,Male,11,Sunglasses,Accessories,97,Alaska,L,Teal,Winter,2.9,Free Shipping,No,No,Venmo,2025-04-21 21:43:51,2025-04-21 21:43:51
2313,19,Male,19,T-shirt,Clothing,30,Vermont,L,Violet,Summer,3.7,Free Shipping,No,No,PayPal,2025-04-13 19:42:27,2025-04-13 19:42:27
3472,43,Female,31,Sandals,Footwear,66,North Carolina,S,Blue,Spring,3.1,Store Pickup,No,No,Cash,2025-03-21 02:12:01,2025-03-21 02:12:01
1895,42,Male,48,Hoodie,Clothing,90,Arizona,M,Purple,Fall,2.5,Free Shipping,No,No,Credit Card,2025-04-17 00:13:54,2025-04-17 00:13:54
3140,35,Female,4,Sunglasses,Accessories,85,Georgia,M,Olive,Winter,4.4,Next Day Air,No,No,Venmo,2025-04-26 22:59:17,2025-04-26 22:59:17
3256,57,Female,36,Shorts,Clothing,40,New Jersey,M,Black,Fall,2.8,Next Day Air,No,No,Cash,2025-02-09 07:47:41,2025-02-09 07:47:41
1283,24,Male,20,Shirt,Clothing,68,New Hampshire,L,Violet,Winter,3.0,Free Shipping,Yes,Yes,Debit Card,2025-03-28 03:08:35,2025-03-28 03:08:35
3228,28,Female,42,Scarf,Accessories,69,Alaska,XL,White,Fall,2.7,Free Shipping,No,No,Credit Card,2025-04-30 03:50:46,2025-04-30 03:50:46
2967,52,Female,38,Boots,Footwear,49,Oklahoma,L,Orange,Fall,2.8,Store Pickup,No,No,Cash,2025-04-29 06:01:47,2025-04-29 06:01:47
2444,24,Male,24,Backpack,Accessories,30,South Dakota,M,Green,Spring,3.4,2-Day Shipping,No,No,Venmo,2025-03-25 15:45:05,2025-03-25 15:45:05
54,29,Male,35,Skirt,Clothing,24,Mississippi,S,Peach,Winter,3.9,Next Day Air,Yes,Yes,Debit Card,2025-02-10 21:34:27,2025-02-10 21:34:27
3416,38,Female,15,Blouse,Clothing,68,New York,M,Gold,Fall,3.0,2-Day Shipping,No,No,Credit Card,2025-03-23 20:17:25,2025-03-23 20:17:25
3502,53,Female,43,Shoes,Footwear,87,Nebraska,M,Silver,Fall,4.8,Standard,No,No,Bank Transfer,2025-01-30 13:38:05,2025-01-30 13:38:05
1479,28,Male,13,Gloves,Accessories,23,Washington,M,Blue,Summer,4.2,Free Shipping,Yes,Yes,PayPal,2025-02-17 06:37:36,2025-02-17 06:37:36
792,50,Male,35,Scarf,Accessories,44,North Carolina,S,Magenta,Summer,3.1,2-Day Shipping,Yes,Yes,Credit Card,2025-04-26 09:26:49,2025-04-26 09:26:49
1626,34,Male,3,Skirt,Clothing,45,Minnesota,L,Beige,Winter,3.0,Next Day Air,Yes,Yes,PayPal,2025-03-01 02:35:54,2025-03-01 02:35:54
2391,65,Male,24,Shirt,Clothing,64,Arizona,XL,Yellow,Winter,4.6,Express,No,No,Debit Card,2025-03-28 19:27:41,2025-03-28 19:27:41
1622,68,Male,38,Scarf,Accessories,46,Ohio,L,Gray,Summer,3.9,2-Day Shipping,Yes,Yes,Venmo,2025-02-24 15:33:10,2025-02-24 15:33:10
3531,62,Female,37,Sunglasses,Accessories,45,Oklahoma,L,Black,Spring,3.4,Express,No,No,Bank Transfer,2025-04-25 15:31:28,2025-04-25 15:31:28
2753,48,Female,30,Sweater,Clothing,64,Colorado,S,Peach,Winter,4.0,Free Shipping,No,No,Cash,2025-04-05 22:08:07,2025-04-05 22:08:07
3613,47,Female,26,Sandals,Footwear,29,Michigan,M,Teal,Summer,3.6,Standard,No,No,Credit Card,2025-03-01 00:53:38,2025-03-01 00:53:38
150,38,Male,14,Pants,Clothing,76,Delaware,M,White,Summer,3.2,Free Shipping,Yes,Yes,Venmo,2025-04-11 14:35:24,2025-04-11 14:35:24
1288,24,Male,20,Jeans,Clothing,28,Utah,XL,Blue,Winter,3.4,Standard,Yes,Yes,Venmo,2025-02-09 02:42:23,2025-02-09 02:42:23
2807,45,Female,50,Blouse,Clothing,39,South Carolina,L,Purple,Spring,2.7,Standard,No,No,PayPal,2025-03-06 16:11:37,2025-03-06 16:11:37
2479,18,Male,9,Socks,Clothing,93,Vermont,S,Maroon,Winter,4.8,2-Day Shipping,No,No,Cash,2025-02-19 06:47:13,2025-02-19 06:47:13
333,19,Male,5,Shirt,Clothing,86,New York,M,Maroon,Winter,2.8,2-Day Shipping,Yes,Yes,Cash,2025-04-01 21:20:33,2025-04-01 21:20:33
853,34,Male,23,Dress,Clothing,60,Florida,L,Yellow,Spring,4.2,Next Day Air,Yes,Yes,Venmo,2025-02-08 14:21:31,2025-02-08 14:21:31
1037,68,Male,13,Handbag,Accessories,47,Hawaii,M,Yellow,Fall,3.7,2-Day Shipping,Yes,Yes,Credit Card,2025-03-07 02:21:21,2025-03-07 02:21:21
504,55,Male,26,Shoes,Footwear,24,West Virginia,M,Lavender,Summer,3.2,Next Day Air,Yes,Yes,Credit Card,2025-02-24 06:27:50,2025-02-24 06:27:50
321,66,Male,28,Jewelry,Accessories,72,Kansas,L,White,Summer,4.9,Standard,Yes,Yes,PayPal,2025-03-16 22:22:17,2025-03-16 22:22:17
1887,18,Male,46,Gloves,Accessories,91,Arkansas,L,Beige,Spring,4.4,Next Day Air,No,No,Cash,2025-03-02 20:36:22,2025-03-02 20:36:22
3468,18,Female,5,Scarf,Accessories,45,Texas,M,Charcoal,Fall,5.0,Next Day Air,No,No,Bank Transfer,2025-04-03 22:19:03,2025-04-03 22:19:03
1004,56,Male,3,Hat,Accessories,68,Ohio,M,Green,Fall,4.0,Store Pickup,Yes,Yes,Cash,2025-02-01 14:14:20,2025-02-01 14:14:20
3435,31,Female,6,Pants,Clothing,72,Ohio,S,Orange,Summer,3.3,2-Day Shipping,No,No,PayPal,2025-03-28 09:57:17,2025-03-28 09:57:17
3753,24,Female,43,Coat,Outerwear,81,Washington,L,Pink,Winter,4.1,2-Day Shipping,No,No,Debit Card,2025-02-20 02:58:50,2025-02-20 02:58:50
1152,41,Male,24,Blouse,Clothing,86,Ohio,M,Gray,Spring,4.2,Express,Yes,Yes,Bank Transfer,2025-02-23 13:19:12,2025-02-23 13:19:12
3204,63,Female,14,Coat,Outerwear,29,New Jersey,L,Teal,Spring,4.1,Express,No,No,Cash,2025-04-12 08:55:44,2025-04-12 08:55:44
602,32,Male,5,Backpack,Accessories,38,West Virginia,M,Maroon,Summer,4.7,Store Pickup,Yes,Yes,Cash,2025-04-26 08:14:57,2025-04-26 08:14:57
2848,68,Female,3,Jewelry,Accessories,21,Connecticut,L,Charcoal,Winter,2.8,Free Shipping,No,No,Venmo,2025-02-27 20:36:32,2025-02-27 20:36:32
99,20,Male,20,Jeans,Clothing,67,New York,XL,Teal,Spring,2.6,Next Day Air,Yes,Yes,Cash,2025-04-14 18:14:59,2025-04-14 18:14:59
2555,51,Male,49,Jewelry,Accessories,68,Kansas,M,Gray,Summer,4.3,Store Pickup,No,No,Bank Transfer,2025-02-08 17:41:36,2025-02-08 17:41:36
41,69,Male,31,Handbag,Accessories,76,Louisiana,L,Beige,Winter,4.6,Next Day Air,Yes,Yes,PayPal,2025-03-28 09:56:36,2025-03-28 09:56:36
2593,23,Male,13,Shorts,Clothing,23,Iowa,XL,Peach,Summer,4.4,Store Pickup,No,No,Cash,2025-04-07 22:39:21,2025-04-07 22:39:21
3533,61,Female,12,Pants,Clothing,68,Connecticut,L,Indigo,Fall,4.6,Standard,No,No,Credit Card,2025-02-13 09:56:00,2025-02-13 09:56:00
114,44,Male,20,Hat,Accessories,54,New Jersey,L,Maroon,Winter,3.1,Next Day Air,Yes,Yes,Debit Card,2025-03-09 16:54:58,2025-03-09 16:54:58
935,45,Male,21,Jeans,Clothing,47,Oregon,S,Yellow,Spring,3.7,Express,Yes,Yes,Bank Transfer,2025-04-20 16:31:55,2025-04-20 16:31:55
455,37,Male,14,Jacket,Outerwear,97,New Jersey,S,Gold,Summer,3.2,Next Day Air,Yes,Yes,Debit Card,2025-02-08 16:48:11,2025-02-08 16:48:11
1862,29,Male,19,Sneakers,Footwear,60,South Dakota,S,Peach,Fall,3.6,Standard,No,No,Bank Transfer,2025-02-01 00:14:50,2025-02-01 00:14:50
723,27,Male,50,Sweater,Clothing,32,Wyoming,S,Blue,Summer,4.3,Store Pickup,Yes,Yes,PayPal,2025-03-24 12:15:03,2025-03-24 12:15:03
1109,27,Male,50,Shorts,Clothing,25,Nebraska,M,Teal,Fall,2.8,Standard,Yes,Yes,Venmo,2025-03-10 13:29:23,2025-03-10 13:29:23
1437,35,Male,23,Sneakers,Footwear,83,Minnesota,M,Gray,Winter,3.7,Free Shipping,Yes,Yes,Venmo,2025-04-12 05:32:50,2025-04-12 05:32:50
412,59,Male,15,Jeans,Clothing,29,Michigan,M,Indigo,Summer,2.8,Express,Yes,Yes,Cash,2025-04-23 10:55:03,2025-04-23 10:55:03
3713,51,Female,24,Blouse,Clothing,72,Oregon,M,Turquoise,Spring,3.7,2-Day Shipping,No,No,Venmo,2025-02-26 07:02:59,2025-02-26 07:02:59
1704,39,Male,12,Backpack,Accessories,22,California,M,Black,Spring,4.0,Next Day Air,No,No,Venmo,2025-03-06 07:44:30,2025-03-06 07:44:30
123,40,Male,44,Backpack,Accessories,40,Washington,L,Brown,Spring,4.8,2-Day Shipping,Yes,Yes,Credit Card,2025-03-15 03:02:19,2025-03-15 03:02:19
2086,69,Male,38,Jeans,Clothing,49,New York,M,Teal,Fall,4.6,Free Shipping,No,No,Cash,2025-03-24 06:59:46,2025-03-24 06:59:46
1372,40,Male,42,Pants,Clothing,64,Mississippi,M,Charcoal,Spring,2.8,Store Pickup,Yes,Yes,PayPal,2025-04-28 21:19:03,2025-04-28 21:19:03
3631,65,Female,29,Hat,Accessories,73,Oklahoma,M,Lavender,Winter,4.8,Store Pickup,No,No,Credit Card,2025-04-03 02:42:47,2025-04-03 02:42:47
1378,33,Male,42,Sunglasses,Accessories,54,Maryland,L,Olive,Spring,3.0,Next Day Air,Yes,Yes,Credit Card,2025-03-06 10:12:44,2025-03-06 10:12:44
397,46,Male,24,Dress,Clothing,88,South Carolina,S,Black,Fall,3.9,Standard,Yes,Yes,Bank Transfer,2025-02-23 02:39:05,2025-02-23 02:39:05
2896,56,Female,29,Hoodie,Clothing,86,Montana,L,Green,Summer,4.6,Standard,No,No,Debit Card,2025-04-25 08:37:26,2025-04-25 08:37:26
1101,50,Male,2,Pants,Clothing,28,Nevada,L,Gold,Spring,4.4,Express,Yes,Yes,Debit Card,2025-02-11 13:49:34,2025-02-11 13:49:34
1352,30,Male,28,Coat,Outerwear,31,Vermont,L,Maroon,Summer,2.8,2-Day Shipping,Yes,Yes,Credit Card,2025-04-05 04:13:52,2025-04-05 04:13:52
3089,34,Female,35,Dress,Clothing,64,Arkansas,M,Teal,Spring,3.3,Store Pickup,No,No,PayPal,2025-04-23 15:06:18,2025-04-23 15:06:18
517,34,Male,19,Hoodie,Clothing,41,West Virginia,L,Indigo,Fall,2.8,2-Day Shipping,Yes,Yes,Cash,2025-03-31 04:11:24,2025-03-31 04:11:24
703,18,Male,1,Shirt,Clothing,71,Montana,M,White,Winter,3.4,Store Pickup,Yes,Yes,Bank Transfer,2025-03-09 10:33:06,2025-03-09 10:33:06
1768,69,Male,46,Jewelry,Accessories,89,Minnesota,L,Lavender,Fall,3.8,2-Day Shipping,No,No,PayPal,2025-02-17 06:47:55,2025-02-17 06:47:55
407,52,Male,13,Gloves,Accessories,55,Maryland,M,Peach,Spring,4.6,Express,Yes,Yes,Debit Card,2025-03-04 10:33:23,2025-03-04 10:33:23
3582,26,Female,50,Dress,Clothing,95,Georgia,M,Orange,Fall,4.9,Next Day Air,No,No,Venmo,2025-04-03 23:18:48,2025-04-03 23:18:48
653,64,Male,27,Sunglasses,Accessories,27,Minnesota,M,Beige,Winter,3.1,Free Shipping,Yes,Yes,PayPal,2025-03-29 19:31:17,2025-03-29 19:31:17
1930,59,Male,46,Jeans,Clothing,33,Hawaii,L,Brown,Fall,4.7,Standard,No,No,Debit Card,2025-04-23 20:40:39,2025-04-23 20:40:39
2374,37,Male,21,Hoodie,Clothing,20,Michigan,M,Gray,Spring,4.9,Express,No,No,Bank Transfer,2025-04-18 08:43:47,2025-04-18 08:43:47
1111,28,Male,31,Hoodie,Clothing,61,Texas,L,Cyan,Fall,3.0,Standard,Yes,Yes,Debit Card,2025-04-13 19:14:48,2025-04-13 19:14:48
3867,58,Female,33,Hat,Accessories,32,Alaska,M,Beige,Winter,3.3,2-Day Shipping,No,No,Venmo,2025-04-22 08:59:58,2025-04-22 08:59:58
3766,22,Female,14,Jewelry,Accessories,52,Missouri,M,Green,Summer,4.3,Standard,No,No,Cash,2025-02-24 05:47:20,2025-02-24 05:47:20
2656,26,Female,2,Sunglasses,Accessories,83,Wyoming,M,Gray,Summer,3.4,Standard,No,No,Credit Card,2025-03-04 14:58:42,2025-03-04 14:58:42
1886,26,Male,35,Jewelry,Accessories,53,Nevada,S,Maroon,Winter,4.4,Standard,No,No,Credit Card,2025-03-05 13:22:05,2025-03-05 13:22:05
3380,61,Female,40,Handbag,Accessories,51,Tennessee,L,Turquoise,Summer,5.0,Store Pickup,No,No,Debit Card,2025-03-21 19:11:24,2025-03-21 19:11:24
530,32,Male,6,Shorts,Clothing,84,California,M,Orange,Fall,3.7,Standard,Yes,Yes,Cash,2025-03-31 11:51:37,2025-03-31 11:51:37
2516,37,Male,41,Blouse,Clothing,92,Kansas,M,Magenta,Summer,4.2,2-Day Shipping,No,No,Bank Transfer,2025-02-25 04:11:54,2025-02-25 04:11:54
1433,34,Male,32,Hat,Accessories,33,Florida,L,Black,Winter,4.4,Express,Yes,Yes,Cash,2025-02-01 03:11:48,2025-02-01 03:11:48
2125,47,Male,22,Skirt,Clothing,60,Rhode Island,M,Teal,Fall,4.2,Next Day Air,No,No,Venmo,2025-03-07 07:05:54,2025-03-07 07:05:54
2256,48,Male,42,Coat,Outerwear,39,Michigan,L,Teal,Spring,4.6,Store Pickup,No,No,Venmo,2025-02-27 03:17:20,2025-02-27 03:17:20
2889,70,Female,25,Hoodie,Clothing,42,Wisconsin,L,Green,Spring,5.0,2-Day Shipping,No,No,Venmo,2025-04-25 03:21:14,2025-04-25 03:21:14
1381,51,Male,41,Sneakers,Footwear,35,Massachusetts,S,Beige,Winter,4.6,Standard,Yes,Yes,Bank Transfer,2025-04-20 06:56:29,2025-04-20 06:56:29
2973,31,Female,11,Jacket,Outerwear,39,New York,S,Indigo,Fall,4.2,Free Shipping,No,No,Venmo,2025-04-17 18:35:16,2025-04-17 18:35:16
1185,63,Male,19,Belt,Accessories,73,South Carolina,S,Indigo,Fall,3.4,Express,Yes,Yes,Bank Transfer,2025-03-30 03:00:13,2025-03-30 03:00:13
3008,23,Female,31,Sunglasses,Accessories,60,New York,L,Lavender,Winter,3.0,Next Day Air,No,No,Debit Card,2025-03-02 08:29:51,2025-03-02 08:29:51
2693,40,Female,18,Sneakers,Footwear,90,Washington,XL,Violet,Spring,4.2,Free Shipping,No,No,Venmo,2025-03-20 18:08:34,2025-03-20 18:08:34
2212,50,Male,45,Sweater,Clothing,89,Maine,L,Purple,Winter,3.2,Free Shipping,No,No,PayPal,2025-04-13 17:14:53,2025-04-13 17:14:53
712,64,Male,13,Boots,Footwear,60,New Hampshire,M,Maroon,Spring,3.5,2-Day Shipping,Yes,Yes,PayPal,2025-02-08 06:04:37,2025-02-08 06:04:37
2965,44,Female,13,Coat,Outerwear,25,Ohio,S,White,Fall,3.8,2-Day Shipping,No,No,Credit Card,2025-04-12 10:41:52,2025-04-12 10:41:52
2408,52,Male,11,Shorts,Clothing,38,Illinois,M,Beige,Summer,3.0,Express,No,No,Credit Card,2025-02-03 02:05:03,2025-02-03 02:05:03
2879,63,Female,13,Dress,Clothing,86,California,L,Turquoise,Summer,4.3,Next Day Air,No,No,Venmo,2025-04-13 19:49:48,2025-04-13 19:49:48
565,67,Male,30,Hoodie,Clothing,58,Florida,M,Olive,Winter,3.4,Next Day Air,Yes,Yes,Cash,2025-04-13 00:42:26,2025-04-13 00:42:26
2507,57,Male,19,Dress,Clothing,82,New York,XL,Orange,Spring,4.4,Free Shipping,No,No,Debit Card,2025-02-03 23:18:07,2025-02-03 23:18:07
45,39,Male,45,Hat,Accessories,53,Kentucky,S,Silver,Summer,4.6,Free Shipping,Yes,Yes,Bank Transfer,2025-03-27 19:13:01,2025-03-27 19:13:01
3063,51,Female,39,Backpack,Accessories,96,California,L,Green,Fall,3.3,Standard,No,No,Bank Transfer,2025-03-16 13:58:24,2025-03-16 13:58:24
1502,37,Male,13,Jeans,Clothing,55,Alaska,XL,Silver,Spring,2.7,Standard,Yes,Yes,Bank Transfer,2025-02-14 15:49:03,2025-02-14 15:49:03
