item_purchased,category,purchase_amount_usd,location,size,color,season,discount_applied,promo_code_used,payment_method,created_at,updated_at
Sunglasses,Accessories,79,Tennessee,M,Indigo,Spring,Yes,Yes,Credit Card,2025-04-17 00:24:57,2025-04-17 00:24:57
Handbag,Accessories,36,Tennessee,XL,Cyan,Fall,Yes,Yes,Credit Card,2025-03-30 17:27:35,2025-03-30 17:27:35
Socks,Clothing,25,Tennessee,M,Indigo,Winter,No,No,Cash,2025-04-14 17:59:09,2025-04-14 17:59:09
Hat,Accessories,41,Tennessee,M,Green,Spring,Yes,Yes,Bank Transfer,2025-03-30 18:44:43,2025-03-30 18:44:43
Pants,Clothing,88,Tennessee,M,Lavender,Fall,No,No,Credit Card,2025-04-08 17:00:57,2025-04-08 17:00:57
Sandals,Footwear,51,Tennessee,L,Green,Spring,No,No,PayPal,2025-03-15 17:23:42,2025-03-15 17:23:42
Sunglasses,Accessories,57,Tennessee,M,Lavender,Spring,No,No,Debit Card,2025-02-17 19:30:29,2025-02-17 19:30:29
Sweater,Clothing,37,Tennessee,M,Indigo,Summer,Yes,Yes,Venmo,2025-04-13 05:58:31,2025-04-13 05:58:31
Shorts,Clothing,23,Tennessee,L,Cyan,Spring,No,No,Venmo,2025-03-22 11:06:07,2025-03-22 11:06:07
Sweater,Clothing,35,Tennessee,M,Maroon,Spring,No,No,Bank Transfer,2025-02-11 22:22:08,2025-02-11 22:22:08
Socks,Clothing,26,Tennessee,M,Lavender,Summer,No,No,PayPal,2025-04-12 18:56:36,2025-04-12 18:56:36
Jewelry,Accessories,98,Tennessee,M,Green,Winter,No,No,Debit Card,2025-04-26 14:45:51,2025-04-26 14:45:51
Jeans,Clothing,82,Tennessee,L,Red,Summer,No,No,Bank Transfer,2025-03-02 12:32:42,2025-03-02 12:32:42
Hoodie,Clothing,22,Tennessee,M,Purple,Summer,No,No,Debit Card,2025-02-25 18:52:12,2025-02-25 18:52:12
Sandals,Footwear,81,Tennessee,L,Beige,Fall,Yes,Yes,PayPal,2025-02-06 17:43:47,2025-02-06 17:43:47
Pants,Clothing,39,Tennessee,M,Charcoal,Summer,Yes,Yes,Debit Card,2025-03-31 03:48:49,2025-03-31 03:48:49
Boots,Footwear,45,Tennessee,M,Indigo,Spring,No,No,Credit Card,2025-04-26 15:34:31,2025-04-26 15:34:31
Jacket,Outerwear,81,Tennessee,M,Blue,Fall,Yes,Yes,Cash,2025-02-11 14:47:07,2025-02-11 14:47:07
Shirt,Clothing,62,Tennessee,M,Black,Fall,Yes,Yes,PayPal,2025-03-15 00:38:12,2025-03-15 00:38:12
Sweater,Clothing,84,Tennessee,S,Black,Spring,No,No,PayPal,2025-02-08 05:16:24,2025-02-08 05:16:24
Backpack,Accessories,94,Tennessee,S,Gray,Fall,Yes,Yes,Venmo,2025-02-02 10:49:13,2025-02-02 10:49:13
Jacket,Outerwear,68,Tennessee,L,Orange,Fall,No,No,PayPal,2025-03-31 03:50:05,2025-03-31 03:50:05
Sunglasses,Accessories,43,Tennessee,XL,Yellow,Summer,Yes,Yes,Cash,2025-04-18 10:30:49,2025-04-18 10:30:49
Blouse,Clothing,94,Tennessee,M,White,Spring,Yes,Yes,Venmo,2025-03-01 17:59:31,2025-03-01 17:59:31
Sunglasses,Accessories,84,Tennessee,S,Maroon,Fall,No,No,Debit Card,2025-04-19 03:57:15,2025-04-19 03:57:15
Shirt,Clothing,37,Tennessee,S,Peach,Winter,No,No,PayPal,2025-02-09 21:53:41,2025-02-09 21:53:41
Skirt,Clothing,33,Tennessee,S,Gray,Spring,Yes,Yes,Credit Card,2025-02-20 18:56:03,2025-02-20 18:56:03
Backpack,Accessories,55,Tennessee,M,Olive,Fall,No,No,Cash,2025-04-21 11:44:46,2025-04-21 11:44:46
Blouse,Clothing,23,Tennessee,S,Violet,Fall,No,No,Venmo,2025-03-17 03:03:00,2025-03-17 03:03:00
Pants,Clothing,95,Tennessee,L,Blue,Fall,No,No,Credit Card,2025-03-26 02:15:52,2025-03-26 02:15:52
T-shirt,Clothing,79,Tennessee,S,Teal,Summer,No,No,Venmo,2025-02-02 19:15:30,2025-02-02 19:15:30
T-shirt,Clothing,66,Tennessee,M,Purple,Summer,Yes,Yes,Debit Card,2025-02-10 22:22:15,2025-02-10 22:22:15
Scarf,Accessories,86,Tennessee,L,Red,Summer,No,No,PayPal,2025-02-04 09:37:46,2025-02-04 09:37:46
Boots,Footwear,29,Tennessee,M,Brown,Fall,Yes,Yes,Venmo,2025-04-21 19:04:25,2025-04-21 19:04:25
Jacket,Outerwear,27,Tennessee,M,Pink,Winter,No,No,Debit Card,2025-02-11 12:11:58,2025-02-11 12:11:58
T-shirt,Clothing,43,Tennessee,L,Lavender,Summer,No,No,Credit Card,2025-04-16 19:37:15,2025-04-16 19:37:15
Backpack,Accessories,59,Tennessee,M,Cyan,Summer,No,No,PayPal,2025-03-02 23:03:40,2025-03-02 23:03:40
Sneakers,Footwear,90,Tennessee,XL,Indigo,Spring,No,No,Cash,2025-04-12 09:40:01,2025-04-12 09:40:01
Belt,Accessories,35,Tennessee,L,Maroon,Spring,No,No,PayPal,2025-03-04 05:18:22,2025-03-04 05:18:22
Sweater,Clothing,56,Tennessee,L,Orange,Spring,No,No,PayPal,2025-02-23 11:06:25,2025-02-23 11:06:25
Sweater,Clothing,89,Tennessee,M,Gray,Winter,Yes,Yes,Venmo,2025-02-07 19:23:26,2025-02-07 19:23:26
Hoodie,Clothing,41,Tennessee,L,Cyan,Summer,No,No,Bank Transfer,2025-02-24 15:13:21,2025-02-24 15:13:21
Sweater,Clothing,88,Tennessee,M,Brown,Fall,No,No,Bank Transfer,2025-03-13 19:06:06,2025-03-13 19:06:06
Sneakers,Footwear,59,Tennessee,XL,Magenta,Winter,No,No,Credit Card,2025-04-13 22:10:43,2025-04-13 22:10:43
Sneakers,Footwear,45,Tennessee,M,Orange,Winter,Yes,Yes,Credit Card,2025-03-12 02:09:25,2025-03-12 02:09:25
Boots,Footwear,96,Tennessee,L,Cyan,Fall,Yes,Yes,Bank Transfer,2025-04-27 18:30:23,2025-04-27 18:30:23
Socks,Clothing,80,Tennessee,M,Peach,Fall,No,No,PayPal,2025-03-20 02:33:46,2025-03-20 02:33:46
Sandals,Footwear,47,Tennessee,L,Peach,Fall,No,No,Cash,2025-02-01 15:02:05,2025-02-01 15:02:05
Boots,Footwear,97,Tennessee,XL,Orange,Winter,Yes,Yes,Debit Card,2025-03-08 17:57:18,2025-03-08 17:57:18
Blouse,Clothing,88,Tennessee,S,Silver,Spring,Yes,Yes,Credit Card,2025-04-02 08:30:37,2025-04-02 08:30:37
Pants,Clothing,66,Tennessee,XL,Turquoise,Summer,No,No,Bank Transfer,2025-02-20 11:00:46,2025-02-20 11:00:46
Blouse,Clothing,95,Tennessee,L,Violet,Winter,No,No,PayPal,2025-04-03 05:31:09,2025-04-03 05:31:09
Sneakers,Footwear,21,Tennessee,S,Magenta,Spring,Yes,Yes,Credit Card,2025-03-16 16:39:34,2025-03-16 16:39:34
Belt,Accessories,94,Tennessee,M,Green,Winter,No,No,Cash,2025-02-01 16:44:42,2025-02-01 16:44:42
Blouse,Clothing,22,Tennessee,M,Turquoise,Fall,No,No,Debit Card,2025-04-10 01:00:18,2025-04-10 01:00:18
Pants,Clothing,70,Tennessee,M,Red,Spring,No,No,Cash,2025-03-21 19:01:26,2025-03-21 19:01:26
Sunglasses,Accessories,88,Tennessee,M,Peach,Winter,No,No,PayPal,2025-02-06 19:16:50,2025-02-06 19:16:50
Sneakers,Footwear,100,Tennessee,L,Pink,Fall,Yes,Yes,PayPal,2025-03-14 03:09:51,2025-03-14 03:09:51
Skirt,Clothing,99,Tennessee,M,Cyan,Spring,Yes,Yes,Cash,2025-02-25 05:26:33,2025-02-25 05:26:33
Blouse,Clothing,69,Tennessee,S,Maroon,Summer,No,No,Venmo,2025-04-19 12:24:34,2025-04-19 12:24:34
Jacket,Outerwear,59,Tennessee,M,Beige,Fall,No,No,Debit Card,2025-02-25 00:20:04,2025-02-25 00:20:04
Dress,Clothing,75,Tennessee,M,White,Spring,Yes,Yes,PayPal,2025-04-25 02:16:46,2025-04-25 02:16:46
Sweater,Clothing,88,Tennessee,S,Red,Spring,No,No,Venmo,2025-03-20 12:16:40,2025-03-20 12:16:40
Shirt,Clothing,94,Tennessee,M,Violet,Fall,No,No,Credit Card,2025-02-28 11:51:33,2025-02-28 11:51:33
Coat,Outerwear,68,Tennessee,L,Green,Winter,Yes,Yes,Debit Card,2025-04-13 13:37:15,2025-04-13 13:37:15
Gloves,Accessories,94,Tennessee,XL,Gray,Spring,Yes,Yes,Venmo,2025-04-03 02:51:52,2025-04-03 02:51:52
Sweater,Clothing,27,Tennessee,M,Yellow,Fall,No,No,Venmo,2025-03-08 14:55:20,2025-03-08 14:55:20
Socks,Clothing,97,Tennessee,M,Brown,Winter,No,No,Debit Card,2025-03-28 00:31:23,2025-03-28 00:31:23
Jeans,Clothing,28,Tennessee,M,Magenta,Fall,No,No,Credit Card,2025-04-10 10:08:26,2025-04-10 10:08:26
Hat,Accessories,84,Tennessee,L,Red,Summer,Yes,Yes,PayPal,2025-04-16 23:41:25,2025-04-16 23:41:25
Blouse,Clothing,48,Tennessee,M,Pink,Winter,No,No,Venmo,2025-04-13 19:48:44,2025-04-13 19:48:44
Jacket,Outerwear,40,Tennessee,S,Magenta,Winter,No,No,PayPal,2025-02-14 07:44:15,2025-02-14 07:44:15
Shoes,Footwear,77,Tennessee,S,Brown,Summer,No,No,PayPal,2025-04-14 21:40:12,2025-04-14 21:40:12
Scarf,Accessories,66,Tennessee,M,Black,Fall,No,No,Credit Card,2025-02-04 15:45:26,2025-02-04 15:45:26
Blouse,Clothing,35,Tennessee,XL,Pink,Winter,No,No,Debit Card,2025-02-17 09:20:44,2025-02-17 09:20:44
Belt,Accessories,100,Tennessee,S,Silver,Fall,Yes,Yes,PayPal,2025-03-27 10:04:33,2025-03-27 10:04:33
Handbag,Accessories,45,Tennessee,S,Black,Winter,No,No,Cash,2025-02-09 16:47:54,2025-02-09 16:47:54
Pants,Clothing,61,Tennessee,M,Beige,Summer,Yes,Yes,Venmo,2025-03-25 15:48:16,2025-03-25 15:48:16
Jewelry,Accessories,42,Tennessee,L,Red,Winter,No,No,Cash,2025-02-27 02:04:30,2025-02-27 02:04:30
Boots,Footwear,42,Tennessee,L,Purple,Spring,Yes,Yes,Venmo,2025-03-10 00:23:44,2025-03-10 00:23:44
Shorts,Clothing,67,Tennessee,L,Gray,Summer,Yes,Yes,Debit Card,2025-02-27 17:35:21,2025-02-27 17:35:21
Gloves,Accessories,99,Tennessee,L,Teal,Winter,No,No,PayPal,2025-02-05 16:40:54,2025-02-05 16:40:54
Belt,Accessories,43,Tennessee,M,Black,Winter,Yes,Yes,Cash,2025-03-16 10:18:55,2025-03-16 10:18:55
Jacket,Outerwear,89,Tennessee,M,Gray,Spring,Yes,Yes,PayPal,2025-04-27 01:35:18,2025-04-27 01:35:18
Blouse,Clothing,44,Tennessee,XL,Silver,Fall,No,No,Cash,2025-03-26 10:01:02,2025-03-26 10:01:02
Shoes,Footwear,41,Tennessee,M,Turquoise,Summer,No,No,PayPal,2025-02-26 08:56:45,2025-02-26 08:56:45
Handbag,Accessories,69,Tennessee,M,Magenta,Winter,Yes,Yes,PayPal,2025-04-26 09:30:16,2025-04-26 09:30:16
Coat,Outerwear,43,Tennessee,L,Magenta,Fall,Yes,Yes,PayPal,2025-03-06 09:32:25,2025-03-06 09:32:25
Shirt,Clothing,98,Tennessee,L,Beige,Fall,Yes,Yes,Credit Card,2025-04-03 03:07:04,2025-04-03 03:07:04
Jewelry,Accessories,85,Tennessee,M,Lavender,Winter,Yes,Yes,Cash,2025-03-28 10:13:36,2025-03-28 10:13:36
Gloves,Accessories,49,Tennessee,L,Yellow,Winter,Yes,Yes,Bank Transfer,2025-04-26 02:30:42,2025-04-26 02:30:42
Jewelry,Accessories,75,Tennessee,L,White,Summer,Yes,Yes,Cash,2025-04-22 15:48:15,2025-04-22 15:48:15
Hoodie,Clothing,36,Tennessee,M,White,Spring,No,No,Cash,2025-02-12 16:43:04,2025-02-12 16:43:04
Scarf,Accessories,47,Tennessee,M,Maroon,Summer,No,No,Bank Transfer,2025-02-07 02:10:22,2025-02-07 02:10:22
Pants,Clothing,36,Tennessee,S,Indigo,Fall,No,No,Debit Card,2025-04-13 05:11:41,2025-04-13 05:11:41
Sneakers,Footwear,46,Tennessee,L,Gold,Summer,No,No,PayPal,2025-04-21 18:56:58,2025-04-21 18:56:58
Jacket,Outerwear,22,Tennessee,M,Olive,Spring,Yes,Yes,Debit Card,2025-03-15 17:30:25,2025-03-15 17:30:25
Backpack,Accessories,96,Tennessee,M,Charcoal,Fall,Yes,Yes,Bank Transfer,2025-04-02 12:31:50,2025-04-02 12:31:50
Shorts,Clothing,95,Tennessee,XL,Violet,Fall,No,No,Bank Transfer,2025-02-05 15:51:00,2025-02-05 15:51:00
Blouse,Clothing,84,Tennessee,L,Beige,Spring,Yes,Yes,Credit Card,2025-02-19 03:44:05,2025-02-19 03:44:05
Boots,Footwear,38,Tennessee,XL,Purple,Winter,No,No,PayPal,2025-02-12 19:40:49,2025-02-12 19:40:49
Jewelry,Accessories,94,Tennessee,S,Silver,Fall,Yes,Yes,Cash,2025-03-25 11:04:58,2025-03-25 11:04:58
Handbag,Accessories,33,Tennessee,M,Red,Summer,No,No,PayPal,2025-02-17 03:39:57,2025-02-17 03:39:57
Jewelry,Accessories,81,Tennessee,XL,Black,Summer,No,No,Credit Card,2025-02-04 18:23:07,2025-02-04 18:23:07
Hoodie,Clothing,66,Tennessee,M,Blue,Fall,Yes,Yes,Cash,2025-02-26 13:38:33,2025-02-26 13:38:33
Boots,Footwear,48,Tennessee,L,Magenta,Winter,No,No,Venmo,2025-04-01 07:16:43,2025-04-01 07:16:43
T-shirt,Clothing,28,Tennessee,M,White,Summer,No,No,Credit Card,2025-03-23 08:47:05,2025-03-23 08:47:05
Jeans,Clothing,68,Tennessee,M,Beige,Summer,Yes,Yes,Cash,2025-03-01 03:12:44,2025-03-01 03:12:44
Boots,Footwear,97,Tennessee,M,Brown,Spring,No,No,Debit Card,2025-04-15 08:39:29,2025-04-15 08:39:29
Coat,Outerwear,34,Tennessee,M,Green,Winter,No,No,Credit Card,2025-02-24 05:38:31,2025-02-24 05:38:31
Jewelry,Accessories,74,Tennessee,M,Gray,Summer,No,No,Venmo,2025-02-22 19:41:58,2025-02-22 19:41:58
Belt,Accessories,20,Tennessee,XL,Charcoal,Spring,No,No,Cash,2025-03-21 18:06:13,2025-03-21 18:06:13
Backpack,Accessories,93,Tennessee,M,Silver,Spring,No,No,Venmo,2025-03-14 09:38:41,2025-03-14 09:38:41
Shirt,Clothing,38,Tennessee,L,Purple,Spring,Yes,Yes,Debit Card,2025-03-11 12:01:55,2025-03-11 12:01:55
Sandals,Footwear,71,Tennessee,M,Purple,Spring,No,No,Cash,2025-02-13 09:31:06,2025-02-13 09:31:06
Coat,Outerwear,91,Tennessee,M,Gold,Spring,No,No,Bank Transfer,2025-03-16 18:42:30,2025-03-16 18:42:30
Jewelry,Accessories,34,Tennessee,M,Blue,Winter,No,No,Debit Card,2025-02-22 16:23:56,2025-02-22 16:23:56
Blouse,Clothing,34,Tennessee,M,Orange,Fall,No,No,Venmo,2025-03-06 15:53:36,2025-03-06 15:53:36
Belt,Accessories,62,Tennessee,XL,Beige,Fall,No,No,Cash,2025-04-06 08:57:20,2025-04-06 08:57:20
Handbag,Accessories,26,Tennessee,S,Peach,Winter,No,No,Credit Card,2025-04-24 15:51:50,2025-04-24 15:51:50
Skirt,Clothing,45,Tennessee,M,Red,Summer,Yes,Yes,PayPal,2025-04-09 23:56:50,2025-04-09 23:56:50
Gloves,Accessories,37,Tennessee,M,Black,Fall,Yes,Yes,Bank Transfer,2025-03-07 20:56:26,2025-03-07 20:56:26
Belt,Accessories,81,Tennessee,XL,Gold,Summer,Yes,Yes,Credit Card,2025-03-24 17:32:08,2025-03-24 17:32:08
Hoodie,Clothing,60,Tennessee,L,Yellow,Winter,Yes,Yes,Venmo,2025-04-07 12:51:57,2025-04-07 12:51:57
Sneakers,Footwear,88,Tennessee,M,Orange,Spring,No,No,Debit Card,2025-03-08 15:28:49,2025-03-08 15:28:49
Belt,Accessories,34,Tennessee,L,Red,Fall,No,No,Bank Transfer,2025-03-03 18:57:10,2025-03-03 18:57:10
Shirt,Clothing,69,Tennessee,S,Violet,Winter,Yes,Yes,Venmo,2025-02-11 13:10:02,2025-02-11 13:10:02
Boots,Footwear,63,Tennessee,S,Blue,Summer,No,No,Venmo,2025-04-06 14:45:51,2025-04-06 14:45:51
Jeans,Clothing,62,Tennessee,L,Silver,Spring,No,No,Cash,2025-04-15 19:31:02,2025-04-15 19:31:02
Blouse,Clothing,78,Tennessee,M,Blue,Summer,No,No,Cash,2025-02-27 20:40:58,2025-02-27 20:40:58
T-shirt,Clothing,77,Tennessee,M,Olive,Winter,No,No,PayPal,2025-04-10 20:46:13,2025-04-10 20:46:13
Sneakers,Footwear,60,Tennessee,M,Cyan,Fall,Yes,Yes,Venmo,2025-03-26 06:37:37,2025-03-26 06:37:37
Sunglasses,Accessories,21,Tennessee,L,White,Summer,Yes,Yes,Bank Transfer,2025-04-10 22:00:45,2025-04-10 22:00:45
Backpack,Accessories,59,Tennessee,M,Green,Summer,No,No,Cash,2025-03-08 09:15:16,2025-03-08 09:15:16
Gloves,Accessories,27,Tennessee,M,Green,Fall,Yes,Yes,Venmo,2025-04-07 15:11:40,2025-04-07 15:11:40
Sandals,Footwear,92,Tennessee,M,Yellow,Fall,No,No,Cash,2025-03-08 03:08:54,2025-03-08 03:08:54
Coat,Outerwear,96,Tennessee,L,Silver,Winter,No,No,Credit Card,2025-02-07 08:48:20,2025-02-07 08:48:20
Sandals,Footwear,82,Tennessee,M,Turquoise,Summer,No,No,Credit Card,2025-03-20 21:52:37,2025-03-20 21:52:37
Coat,Outerwear,72,Tennessee,M,Gold,Winter,Yes,Yes,PayPal,2025-03-12 06:04:22,2025-03-12 06:04:22
Sneakers,Footwear,51,Tennessee,XL,Purple,Summer,Yes,Yes,Credit Card,2025-02-22 03:08:41,2025-02-22 03:08:41
Backpack,Accessories,57,Tennessee,M,Maroon,Fall,Yes,Yes,Debit Card,2025-04-20 15:14:59,2025-04-20 15:14:59
Jewelry,Accessories,50,Tennessee,L,Magenta,Spring,Yes,Yes,Credit Card,2025-03-05 19:45:26,2025-03-05 19:45:26
Hat,Accessories,48,Tennessee,L,Violet,Summer,Yes,Yes,Venmo,2025-02-02 21:39:01,2025-02-02 21:39:01
Hat,Accessories,43,Tennessee,L,Lavender,Fall,Yes,Yes,PayPal,2025-03-05 18:12:29,2025-03-05 18:12:29
Shorts,Clothing,51,Tennessee,M,Red,Summer,No,No,Bank Transfer,2025-03-09 13:41:37,2025-03-09 13:41:37
Jewelry,Accessories,28,Tennessee,M,Charcoal,Winter,Yes,Yes,Venmo,2025-04-17 21:27:10,2025-04-17 21:27:10
Shorts,Clothing,60,Tennessee,L,Cyan,Fall,Yes,Yes,Cash,2025-04-12 06:36:49,2025-04-12 06:36:49
Sunglasses,Accessories,56,Tennessee,M,Brown,Winter,No,No,Venmo,2025-02-17 08:54:18,2025-02-17 08:54:18
Blouse,Clothing,41,Tennessee,M,Violet,Spring,No,No,Cash,2025-04-15 20:38:28,2025-04-15 20:38:28
Socks,Clothing,32,Tennessee,XL,Silver,Spring,Yes,Yes,Credit Card,2025-02-21 16:27:07,2025-02-21 16:27:07
Jacket,Outerwear,51,Tennessee,M,Black,Spring,Yes,Yes,PayPal,2025-03-02 03:24:46,2025-03-02 03:24:46
Coat,Outerwear,48,Tennessee,L,Green,Summer,No,No,Debit Card,2025-02-06 07:01:41,2025-02-06 07:01:41
Boots,Footwear,46,Tennessee,M,Yellow,Fall,No,No,Credit Card,2025-02-04 08:41:29,2025-02-04 08:41:29
Gloves,Accessories,93,Tennessee,M,Gray,Summer,No,No,Cash,2025-04-01 15:09:15,2025-04-01 15:09:15
Sweater,Clothing,41,Tennessee,M,Blue,Winter,No,No,Venmo,2025-04-23 10:40:14,2025-04-23 10:40:14
Handbag,Accessories,94,Tennessee,M,Gray,Fall,Yes,Yes,Debit Card,2025-03-15 17:36:02,2025-03-15 17:36:02
Shorts,Clothing,72,Tennessee,L,Yellow,Spring,Yes,Yes,Venmo,2025-04-16 07:34:31,2025-04-16 07:34:31
Coat,Outerwear,96,Tennessee,M,Red,Winter,Yes,Yes,Credit Card,2025-04-11 18:53:10,2025-04-11 18:53:10
Jewelry,Accessories,81,Tennessee,M,Gray,Spring,No,No,Credit Card,2025-03-31 04:13:06,2025-03-31 04:13:06
Scarf,Accessories,32,Tennessee,M,Silver,Summer,No,No,Venmo,2025-04-28 09:10:24,2025-04-28 09:10:24
Gloves,Accessories,58,Tennessee,L,Violet,Spring,Yes,Yes,PayPal,2025-04-12 13:06:03,2025-04-12 13:06:03
Hat,Accessories,67,Tennessee,L,Charcoal,Spring,Yes,Yes,Credit Card,2025-02-24 02:33:58,2025-02-24 02:33:58
Blouse,Clothing,21,Tennessee,L,Lavender,Summer,Yes,Yes,Bank Transfer,2025-04-11 08:39:32,2025-04-11 08:39:32
Backpack,Accessories,95,Tennessee,M,Black,Summer,No,No,Credit Card,2025-04-02 16:38:01,2025-04-02 16:38:01
Scarf,Accessories,74,Tennessee,S,Gray,Summer,No,No,Venmo,2025-03-07 07:44:30,2025-03-07 07:44:30
Shirt,Clothing,65,Tennessee,M,Red,Summer,No,No,Cash,2025-02-06 06:58:58,2025-02-06 06:58:58
Handbag,Accessories,68,Tennessee,L,Turquoise,Winter,No,No,Debit Card,2025-02-18 15:58:45,2025-02-18 15:58:45
Blouse,Clothing,95,Tennessee,S,Silver,Spring,Yes,Yes,Venmo,2025-04-12 02:24:49,2025-04-12 02:24:49
Gloves,Accessories,41,Tennessee,M,Violet,Spring,Yes,Yes,PayPal,2025-02-21 17:39:25,2025-02-21 17:39:25
Shoes,Footwear,86,Tennessee,S,Blue,Spring,Yes,Yes,PayPal,2025-04-30 03:33:09,2025-04-30 03:33:09
Jacket,Outerwear,31,Tennessee,L,Teal,Summer,No,No,Cash,2025-04-02 19:29:51,2025-04-02 19:29:51
Shorts,Clothing,92,Tennessee,L,Gold,Fall,Yes,Yes,Bank Transfer,2025-03-14 07:30:01,2025-03-14 07:30:01
Pants,Clothing,25,Tennessee,L,Blue,Winter,No,No,Bank Transfer,2025-03-22 16:45:00,2025-03-22 16:45:00
Hoodie,Clothing,48,Tennessee,M,Charcoal,Fall,No,No,Debit Card,2025-03-26 08:03:05,2025-03-26 08:03:05
Backpack,Accessories,89,Tennessee,L,Yellow,Summer,No,No,Venmo,2025-04-27 13:07:44,2025-04-27 13:07:44
Sandals,Footwear,28,Tennessee,M,Yellow,Spring,No,No,Venmo,2025-02-13 22:22:35,2025-02-13 22:22:35
Sweater,Clothing,31,Tennessee,S,Magenta,Winter,No,No,Venmo,2025-02-23 21:16:47,2025-02-23 21:16:47
Boots,Footwear,26,Tennessee,S,Yellow,Spring,Yes,Yes,PayPal,2025-04-04 05:11:03,2025-04-04 05:11:03
Socks,Clothing,63,Tennessee,S,Peach,Spring,Yes,Yes,Credit Card,2025-02-20 23:01:50,2025-02-20 23:01:50
Boots,Footwear,56,Tennessee,S,White,Summer,No,No,Venmo,2025-04-18 18:18:28,2025-04-18 18:18:28
Shorts,Clothing,51,Tennessee,M,Brown,Winter,Yes,Yes,Debit Card,2025-03-02 13:20:40,2025-03-02 13:20:40
Dress,Clothing,45,Tennessee,M,Gray,Summer,No,No,Venmo,2025-02-15 15:36:34,2025-02-15 15:36:34
Backpack,Accessories,58,Tennessee,M,Cyan,Summer,Yes,Yes,Venmo,2025-02-03 15:59:25,2025-02-03 15:59:25
Skirt,Clothing,94,Tennessee,M,Gray,Spring,Yes,Yes,Cash,2025-03-24 23:04:00,2025-03-24 23:04:00
T-shirt,Clothing,62,Tennessee,M,Lavender,Winter,Yes,Yes,Credit Card,2025-04-14 14:57:41,2025-04-14 14:57:41
Socks,Clothing,52,Tennessee,S,Silver,Fall,No,No,Credit Card,2025-02-24 00:17:47,2025-02-24 00:17:47
Pants,Clothing,76,Tennessee,M,Purple,Fall,No,No,PayPal,2025-04-22 22:08:41,2025-04-22 22:08:41
Shorts,Clothing,96,Tennessee,L,Teal,Summer,Yes,Yes,Cash,2025-04-08 13:07:31,2025-04-08 13:07:31
Sweater,Clothing,59,Tennessee,M,Cyan,Winter,Yes,Yes,Cash,2025-02-04 21:31:31,2025-02-04 21:31:31
Sweater,Clothing,61,Tennessee,M,Cyan,Spring,No,No,Venmo,2025-03-22 21:29:30,2025-03-22 21:29:30
Dress,Clothing,75,Tennessee,M,White,Fall,No,No,Cash,2025-03-22 10:16:55,2025-03-22 10:16:55
Coat,Outerwear,80,Tennessee,S,Charcoal,Summer,No,No,Credit Card,2025-02-17 14:05:56,2025-02-17 14:05:56
Shirt,Clothing,43,Tennessee,L,White,Summer,Yes,Yes,Venmo,2025-03-01 11:27:30,2025-03-01 11:27:30
Shorts,Clothing,74,Tennessee,L,Gold,Spring,Yes,Yes,Venmo,2025-03-12 14:36:04,2025-03-12 14:36:04
Dress,Clothing,97,Tennessee,XL,Teal,Winter,No,No,PayPal,2025-02-03 16:58:38,2025-02-03 16:58:38
Boots,Footwear,54,Tennessee,M,Teal,Fall,Yes,Yes,Credit Card,2025-02-12 20:32:40,2025-02-12 20:32:40
Jacket,Outerwear,81,Tennessee,M,White,Fall,Yes,Yes,Debit Card,2025-02-14 03:15:45,2025-02-14 03:15:45
Jeans,Clothing,23,Tennessee,L,Blue,Spring,No,No,Bank Transfer,2025-03-05 11:56:49,2025-03-05 11:56:49
Shirt,Clothing,66,Tennessee,M,Indigo,Spring,Yes,Yes,Cash,2025-04-07 14:43:19,2025-04-07 14:43:19
Jacket,Outerwear,95,Tennessee,L,Brown,Fall,No,No,Credit Card,2025-04-15 03:57:42,2025-04-15 03:57:42
Shoes,Footwear,61,Tennessee,XL,Black,Summer,Yes,Yes,Cash,2025-02-14 00:46:05,2025-02-14 00:46:05
Handbag,Accessories,65,Tennessee,S,Purple,Spring,No,No,Bank Transfer,2025-04-08 00:32:32,2025-04-08 00:32:32
Sweater,Clothing,23,Tennessee,M,Gold,Winter,Yes,Yes,Credit Card,2025-03-31 17:14:24,2025-03-31 17:14:24
Pants,Clothing,70,Tennessee,M,Charcoal,Winter,Yes,Yes,Debit Card,2025-04-20 12:10:16,2025-04-20 12:10:16
Pants,Clothing,83,Tennessee,M,Indigo,Winter,Yes,Yes,Cash,2025-04-27 12:47:51,2025-04-27 12:47:51
Sweater,Clothing,68,Tennessee,M,Violet,Spring,Yes,Yes,Venmo,2025-02-10 13:53:15,2025-02-10 13:53:15
Shorts,Clothing,82,Tennessee,S,Turquoise,Spring,Yes,Yes,Venmo,2025-02-06 15:21:07,2025-02-06 15:21:07
Jacket,Outerwear,79,Tennessee,L,Charcoal,Summer,Yes,Yes,Debit Card,2025-04-12 07:47:40,2025-04-12 07:47:40
Sandals,Footwear,21,Tennessee,L,Blue,Fall,No,No,Debit Card,2025-02-13 23:18:14,2025-02-13 23:18:14
Jacket,Outerwear,63,Tennessee,M,Gray,Fall,No,No,Venmo,2025-02-16 21:15:48,2025-02-16 21:15:48
T-shirt,Clothing,51,Tennessee,L,Violet,Summer,No,No,Cash,2025-04-19 17:29:33,2025-04-19 17:29:33
Socks,Clothing,69,Tennessee,M,Red,Winter,Yes,Yes,Bank Transfer,2025-04-24 20:24:08,2025-04-24 20:24:08
